,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85
Smarcc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026378288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smarcc2,0.938674719,0.863780896,1.380041395,1.596220055,1.18412287,1.381616603,1.334396848,2.016082249,2.517414776,3.162272517,0.92406047,1.301791721,1.906184786,1.867960516,1.343008541,1.67255494,1.649412036,1.666147062,1.227700235,1.634020933,1.448908948,1.481879414,0.659963221,0.832918819,1.173979168,1.084759105,1.201687014,1.362752178,1.646358545,1.27955896,1.179340174,1.618665917,1.397971048,0.938861148,1.513684578,2.013029113,1.288956475,1.20004731,1.323274442,0.91416153,1.282567375,1.080140005,1.926548793,1.361032791,1.524211026,1.347373969,1.374553044,1.737297724,1.095201092,1.737253261,1.384177868,1.384177868,1.753276446,1.182590131,1.132169215,1.524651304,1.52675012,1.434639399,2.277313072,1.921057345,1.323959366,1.235716494,1.565720109,1.95205487,2.046624952,2.079634608,1.062739308,1.003348889,0.818369281,1.294955471,2.163678105,1.870924975,1.11551149,1.665357434,1.034935392,1.026223004,1.030927697,1.642843837,1.270113914,2.07147877,1.265491614,1.535446857,0.859718955,1.358206459,1.698203446
Smarcc2,0,0,0,0,0,0,0,0,0,0,0,0,0.140835336,0.074404944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10216495,0,0,0,0,0.168631515,0.168631515,0,0,0,0,0,0,0.104323282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062286386,0,0,0,0,0,0
Smarcc2,2.827932881,2.48680195,1.53039859,2.586112407,1.741989865,2.235541554,2.144174239,1.752916841,2.97908852,2.077354902,2.536829302,1.51349708,2.789143966,2.539740433,1.593178196,2.117946835,2.263931803,1.174523226,1.688246818,2.049428687,1.814185316,1.910016173,2.952704103,2.457598324,2.946499026,2.526018014,2.271248781,2.162846414,2.615415368,2.400317634,2.367837141,2.362801186,1.965416919,3.171392548,1.963060992,2.141591626,2.78610492,2.776987749,2.774865272,2.172502156,2.441170208,1.938207464,1.72896563,2.385488907,2.613177465,2.258401259,2.125199456,1.058115767,2.354687281,1.058080538,2.419990635,2.419990635,2.363497893,2.871389947,2.447528999,1.664536023,2.31080415,2.115097574,2.295268653,2.101536868,2.356411989,1.815574901,2.31548995,2.846367862,2.272307157,2.122821357,3.138576362,2.238847279,2.467049434,1.901172236,1.076249505,2.178661092,2.136791305,1.524775033,1.235232492,2.55352062,0.951784408,2.51990822,2.889544461,2.856555535,2.484781794,1.910191406,2.243619729,3.007818661,1.770510053
Smarcc2,0,0,0.137371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167254539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240806881,0,0,0.052590166,0,0,0,0,0
Myl6,7.632707929,8.01485076,8.376696472,7.66954577,8.1490265,8.325900376,8.173944261,7.825044391,7.98403186,8.019846048,8.049398239,8.81856511,8.003009161,7.831896967,7.58421162,7.896611561,7.672220433,8.458515212,8.418214206,8.248354075,7.904086713,7.847481417,8.129445176,8.491016802,8.333715771,7.71437946,8.109863275,7.504252888,7.94183726,7.601283753,7.256255311,8.061099356,7.742433131,8.065955652,8.438853818,7.597982141,7.91283256,7.722906069,8.03819273,7.723985696,7.692057879,7.9834593,8.319659613,8.094111665,8.476923177,8.228335532,7.976283588,8.458677699,8.497150838,8.458623751,8.502100463,8.502100463,8.20219149,8.233393129,8.162169778,8.617218926,8.55640812,8.160749395,8.385449462,8.379140628,8.002539553,8.359639488,8.338357687,7.71883184,8.037023681,7.585485857,7.866623628,7.780808157,8.023609093,8.361149353,8.600312727,8.199576898,8.298381921,8.76046068,8.23128506,7.715694194,9.033169882,8.095507703,7.808127009,7.55435326,7.922744903,8.739985649,7.992339138,7.664746488,8.816251757
Rps26,4.58541937,4.58213157,5.17266154,4.514271199,4.507983666,4.593305051,4.541133499,4.873679966,5.002468526,5.160169343,4.408915184,4.280084817,4.585025199,4.245533746,4.535812662,5.154524842,4.301579516,4.707468461,4.469625606,4.825604543,4.639641825,4.654082047,4.166161655,4.728662069,4.371634181,4.190877417,4.720555732,4.281716523,4.760953555,4.382318584,4.171324172,4.843484495,4.434835018,4.186924776,4.274758205,4.69036555,4.374201327,4.529613558,4.449642553,4.148811521,4.446851038,4.600432602,4.683531276,4.202327557,4.215841524,4.66034601,4.064933988,4.756423221,4.375457867,4.756369725,4.247760715,4.247760715,4.824176949,4.382642327,4.187043788,4.35964568,4.216728086,4.112628667,4.522334719,5.036739952,4.02372386,4.323006123,4.517970708,4.614721188,4.689090545,4.370654594,4.113860996,3.952482663,3.594290501,4.589416884,4.684002039,4.618202507,4.323328288,4.876547023,3.891582697,4.129411528,3.736323889,4.487095338,4.325659103,4.25442202,4.362708663,4.837017142,4.206359828,4.361583584,4.544247193
Ewsr1,0.295212405,0.408894653,0.352953331,0.163436386,0.30951374,0.087003594,0,0.058373224,0.227693446,0.218142805,0,0.126645861,0.2158896,0.314356389,0.355677385,0.363789299,0.21989611,0.420903161,0.129391346,0.153171357,0.30393495,0.172428942,0.362164936,0.10269201,0.368204529,0.133069643,0.321187135,0.288232343,0.120557334,0.342978739,0.2186712,0.343346977,0.15334037,0.173844395,0,0.565945291,0.186141338,0.251131322,0.403222244,0.425223583,0.328257285,0.154769018,0.091465093,0.274673206,0.105779149,0.158181994,0.349131761,0.785813947,0.32638589,0.78578458,0.413291395,0.413291395,0.42525244,0.787698393,0.508857467,0.488202051,0.505562674,0.353236491,0.300431415,0.339417217,0.215940645,0.171672717,0.306600947,0.056626245,0.11807938,0.239642815,0.154414798,0.231971832,0.316761038,0.223037447,0.383855594,0.176714819,0.207490935,0.152506495,0.365558247,0.321066734,0.577890433,0.213079454,0.446084943,0.098461785,0.226259951,0.50071422,0.403506145,0.205626474,0.605295685
Mdh1,0.213635261,0.531298443,1.014848752,1.463149968,0,1.060307632,1.05406351,1.639332492,2.046130117,1.923392227,0.807395681,1.702237475,0.91675131,0.616111704,0.656919275,0.899019122,1.23174045,1.228136643,1.312868803,1.566787233,1.594936521,1.095923721,0.520446524,0.97605238,0.268959659,0.465651846,1.009617746,0.594223822,0.956552579,1.344927972,0.519268162,1.796284591,1.370773835,0.839509056,1.878510827,3.28163927,1.330841496,0.234641492,0.792858876,0.7679854,0.564448728,0.614746237,1.551723349,0.103679645,1.329527087,1.299922852,0.768584117,1.286041547,0.683547504,1.2860025,0.536088388,0.536088388,0.932198617,0.472028397,0.961674672,1.324090666,1.037834987,0.777050077,0.678094498,0.750035181,0.459554205,0.989083784,0.73841638,0.677896493,0.755104436,1.393180469,0.613947479,0.543704408,5.248464766,1.390357411,1.457099839,1.13479884,0.391787355,1.500179281,1.412257073,0.681113691,2.715027786,1.868559455,0.303591675,1.81131184,1.754327465,3.200488344,0.707850228,0.789379158,1.822535481
Ccdc88a,0.348896657,0,0,0,0.169746925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182269457,0,0,0,0,0,0,0,0,0.272976291,0.585688016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163166987,0.163166987,0,0,0,0.225622807,0,0,0,0,0,0,0,0,0,0.093701462,0,0,0,0,0,0.145245772,0,0,0,0,0,0,0,0.117967558,0,0,0,0.153169379,0
Rtn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112032314,0,0,0,0,0,0,0,0.115194065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194559784,0.118381589,0,0,0,0,0,0,0,0.07056678,0,0,0,0,0,0,0,0,0
Sptbn1,5.255800672,5.491403755,3.776170795,4.522316318,5.038736252,4.632438354,4.233487698,4.451782396,3.762277503,3.653090388,4.788776493,3.369946254,4.018359847,5.282320545,5.653736455,5.163715112,4.991757703,3.741458106,4.128842932,3.948603976,3.521646189,3.253926883,5.466744519,4.035701668,4.895012781,5.372966759,3.883805781,5.394063142,4.212847004,5.004591034,5.409029608,4.380929789,4.886423158,5.156216294,3.873710725,4.030118991,5.024758377,4.979165031,4.763548654,4.81671222,4.974943498,4.541909797,3.21615618,4.315231509,3.54440169,3.835630986,5.189263703,2.224693215,4.764426769,2.224645089,4.400334593,4.400334593,4.110562061,4.84561033,4.649532418,3.437538311,3.927759635,4.920617253,4.227195558,4.372498855,5.373301716,4.015744457,4.361700232,4.942561014,4.446885895,4.775827709,5.711847593,5.68315829,4.654001665,4.220786324,2.68593575,3.788479168,5.067905662,3.10443926,4.739631483,5.295230028,3.724415605,4.964842438,5.48641179,4.600472931,5.347200451,3.765790865,5.31867931,5.181739924,2.563657264
Sptbn1,0.169360897,0.135104807,0.06533649,0,0,0,0.035499587,0.028408528,0.096761583,0.028777173,0.145007831,0.062654604,0.08301388,0.098296621,0.056839048,0.041194063,0.055150155,0,0.063900001,0.112332442,0.06587329,0.072069232,0.144814566,0.012793114,0.192887718,0.065663691,0.165699872,0.094963917,0.297050393,0.14524665,0.070067288,0.074844317,0,0.044422161,0.045354767,0.038163382,0.196004681,0.086816468,0.0573583,0.129775215,0.104886072,0.113639834,0.022620532,0.119032794,0.193814421,0.078879077,0.032816237,0,0.040183402,0,0.056637493,0.056637493,0.0518056,0.050861426,0.090245512,0.0957635,0.16539812,0.065302104,0.080603701,0.177304274,0.114202991,0.043755302,0.098148896,0.080188117,0.072351424,0.135885627,0.12509701,0.030811613,0.03500852,0.05782609,0.0365279,0.074183033,0.210386616,0.075795215,0.141768851,0.069971734,0,0.037079707,0.157621706,0.163324575,0.153868021,0,0.039040513,0.113713667,0
Sptbn1,0,0,0,0,0,0,0,0,0.094502429,0,0,0,0,0,0,0,0.035029071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055777828,0,0,0,0,0,0,0,0,0.072076355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090362907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sptbn1,4.428884933,4.537963885,4.850375401,4.293374332,4.543192516,4.777112126,4.722646312,4.221638252,4.440387561,4.440334859,4.238029877,4.426654772,4.630690584,4.201522161,4.260845756,4.327540141,4.477411864,4.37254382,4.468423137,4.464254238,4.597490037,4.598507656,4.816139287,4.816670065,4.815045627,4.804774738,4.564388953,4.763640614,4.764732114,4.61402457,4.987941027,4.602954464,4.416899198,4.1588065,4.442029972,3.946622326,4.819388585,4.09009541,4.176574751,4.400717439,4.171138741,4.623882063,4.806568243,4.440442527,4.71956903,4.653550298,4.480241231,4.539148876,4.42508184,4.539095492,4.519880912,4.519880912,4.766178193,4.640943001,4.858313579,5.022685638,4.559711914,4.382389007,4.245048801,4.594545218,4.579232409,4.822545512,4.6643146,4.453539011,4.643859006,4.191077796,4.835228931,5.003569427,4.267899386,4.201610592,4.373313526,4.673605837,4.42441087,5.032316568,5.077849612,4.652870796,4.988332402,5.092543274,4.514014216,4.218363698,4.688303069,4.759484233,4.388720612,4.716663976,4.345863902
Sptbn1,2.09572818,2.045838396,2.186523696,1.504084345,0,0,0,1.992933608,1.299729904,0,1.828192481,1.722780495,2.152446465,1.655147956,0,2.00395796,0,1.994428933,2.076598973,2.237548419,1.546109844,1.898285506,0,2.276291769,0,0,1.779955763,0,2.193888606,2.973129221,0,0,2.644439213,1.780890065,1.82738479,1.150574577,0,1.879188344,1.653620955,2.073783262,1.283772946,0,0,1.78253879,1.949850184,1.638980727,1.558292822,1.629711293,0,1.629667909,3.066367862,3.066367862,2.808460994,1.91515444,0,0,1.551827745,1.419272636,2.096959191,1.769675139,1.9910224,1.897845863,1.881807062,1.591302212,0,1.084579472,0,0,1.1312486,1.601588339,1.77790962,1.494833979,1.672639178,0,0,0,2.215753269,0,2.182226646,1.650435798,0,0,2.040727293,0,1.583035012
Sptbn1,0.529428341,0.2014759,0.269863742,0,0.481527081,0,0.183983939,0,0,0,0.198483465,0,0.234671978,0.687917399,0.642784323,0.672264197,0.788184962,0,0.445631137,0.16651318,0.322705423,0.245816183,0.310688072,0.21559267,0.263163968,0.677973448,0,0.204729277,0,0.166192,0.520791513,0.374829106,0.744369087,0.605789966,0,1.191149869,0.317648992,0,0,0.511088358,0,0,0,0,0,0.207248736,0.266284979,0,0,0,0.279245088,0.279245088,0,0,0.317579623,0,0.34573154,0.323739873,0.175819305,0,0.552833264,0,0.325951574,0.274394717,0.438456687,0.362951995,0.680386847,0.161112996,0.338641961,0.157573026,0,0.420302746,0.11974197,0,0.181541911,0.079969631,0,0,0.617472585,0,0,0.479096918,0.165396916,0.095099349,0.279661138
Sptbn1,1.059977525,1.112202132,2.198739367,1.541825716,2.606828004,2.538377441,2.988315098,0.820927627,1.935274879,2.080194276,1.002683918,3.78499202,4.623389835,4.061312756,2.694193922,3.142823189,0.520724237,2.573298909,1.196803855,1.790050539,1.364981585,1.976154822,1.723334855,1.894716904,1.99288894,0.561342952,1.214292852,1.060812072,1.841075808,1.235594814,0.257602399,1.302539139,2.092533068,1.294458499,2.141521456,1.341320338,1.341913016,1.244567997,1.654985413,2.573408957,0.715953076,4.111286479,4.931434747,4.14653249,5.654033396,4.781752971,1.227427223,0.916982657,2.214008201,0.916950267,1.423710144,1.423710144,1.683569833,1.257285086,1.223171633,2.408466198,2.120178544,0.782847845,1.765377704,1.275200956,0.396338715,1.45696195,0.776517815,0.803082616,2.573490774,1.907711579,4.013349682,5.107562586,4.649098307,1.12158041,2.058019258,2.03476714,1.374716743,1.790592532,1.908656398,3.942413431,5.964783797,5.015453807,0.463727439,0.57393597,1.545610597,4.032351259,1.173296826,0.656314496,2.854091895
Sptbn1,3.336675546,3.129822011,3.743170524,3.775493343,3.704767237,4.209452835,5.003327559,3.908845628,4.815033063,3.849371597,3.758597476,4.817218666,4.289605325,3.352688814,2.343471552,2.863168754,3.115453993,4.646728113,3.182235372,3.593796236,5.117986326,3.826562652,3.388116747,4.057783849,3.441126754,2.849673992,3.086304138,3.276601327,3.538747029,3.048500337,3.090877514,3.36068498,3.46400637,3.062661817,4.549134908,4.560494224,3.145507158,2.980269533,3.306644902,3.630469694,2.937693389,2.928131913,3.480301258,3.597453074,4.031054159,4.057314068,3.050404948,3.975158812,3.671155248,3.975105866,2.883318927,2.883318927,3.790011248,3.404272762,3.320216206,4.59321882,3.820382512,2.820960548,3.942963018,3.81315828,3.094465212,4.093548287,2.982731299,2.795309335,3.429026644,3.694715097,2.734537454,3.55258055,4.827234331,3.935197828,4.685015879,4.838968803,4.108514594,4.190506742,4.317909927,2.884238909,5.653185036,3.372361181,3.150788627,3.489861082,3.181883959,4.05631231,2.843634828,3.160937867,4.809480288
Sptbn1,1.938808516,1.762033684,1.176207454,2.490069988,1.79157063,1.775173302,2.010466661,0.57342179,1.042037481,1.124365435,1.381553455,2.191217749,1.914139839,1.849038839,2.223033933,2.389449068,1.550130662,1.059923145,0.449509763,0.494069444,0.709974952,1.048730071,2.336831254,2.046924114,2.247650124,2.792917159,1.826258595,2.171085193,2.199510126,2.777588208,2.496061035,2.000808869,2.429223657,1.766632162,1.769648026,1.950387526,2.353500059,1.647430887,2.112940154,2.131285956,2.186314785,0.906759606,0.845107845,0.860600123,1.619524194,1.466801597,1.25566811,0.497119348,1.822991315,0.497098211,1.653196542,1.653196542,1.887318798,2.443593726,1.338753481,1.339228471,1.2679518,1.590733562,1.899786031,1.223105547,1.765340693,1.230776406,1.387820935,1.481609339,1.774665736,2.082756765,2.700994431,3.161184202,3.140920233,1.427977916,1.124959702,1.533158175,0.824017079,0.742177049,1.240225447,1.959820464,2.15940003,2.564977049,2.381374617,1.959215012,2.175033591,1.90018478,2.260692706,2.232287679,1.253377788
Sptbn1,3.776608149,3.447992171,0,3.673972536,0,0,0,0,0,0,3.404341252,3.213678132,0,0,0,0,0,0,0,0,0,0,3.564311857,3.232475517,0,4.070860265,0,0,0,3.846706963,0,0,0,0,0,3.454937792,0,3.931307983,3.623628334,0,3.833090865,0,0,0,0,0,3.552151076,0,0,0,0,0,0,3.193860363,0,0,0,3.54081017,0,0,0,0,0,0,0,0,0,0,0,3.505148437,0,0,0,0,0,3.406484173,0,0,3.961689937,3.360953911,0,0,3.824058615,0,0
Nsg2,0.189714912,0.764015203,0.522992079,1.392905774,0.268944662,0.594358222,0.438912078,0.577223107,0.796367341,0.466104321,0.424812153,0.363561986,0.777286673,1.052373453,0.368775881,0.355967279,0.545233138,1.226044221,0.05450782,0.126078982,0.491366207,0.304422738,0.609597603,0.531197881,0.965092481,0.4554238,0.478437331,0.291591852,0.098777459,0.381556992,0.401896061,0.286238814,0.590826762,1.099688064,1.062397233,2.666354704,1.05732935,0.143437373,0.095798237,0.267716826,0.118440406,0.404418016,0.270602686,0.526667586,0.373640949,1.499249652,0.926893857,0.864272997,0.548492082,0.864241774,0.304501494,0.304501494,0.964545575,0.481880468,0.856770679,0.157292042,0.613054067,0.708541158,1.021859525,1.031769294,0.128185971,0.205267309,0.530136363,0.449200226,0.304640136,0.485811429,0.160556206,0.797159315,0.058711993,0.340014536,0.061306843,0.272805064,0.474946528,0.337160628,1.209395452,0.454137281,0.352386886,0.60671158,0.5086318,1.144682757,0.315655827,0.420586069,0.3862048,0.863816453,0.456343766
Snord96a,1.251795021,2.176535144,2.974219132,1.708985218,1.271523494,2.068626633,1.720101048,1.410915626,1.957734726,1.328894103,1.762344796,1.662138759,2.351733585,1.298323581,0.994259832,1.398600913,1.700060585,2.500829068,1.367025584,2.215642102,1.942192998,1.826570479,2.073429929,2.104572165,2.264279605,1.55697946,1.844856432,1.384254059,2.162166955,1.580568484,1.622183821,2.163097138,1.507122587,1.921124877,2.453633172,1.223625839,2.011695353,1.670774745,1.265539871,1.050580642,1.373839349,1.305037016,1.924818029,1.775066362,1.957353199,2.013694388,1.771286986,1.890020839,2.114258393,1.889975032,1.407974349,1.407974349,1.971586048,1.244101188,1.894529806,2.441195937,1.658352731,1.734105735,2.655040354,2.323938028,1.036042111,1.683602611,1.210943855,0.994533143,1.597263232,1.319828141,1.079680275,1.395872883,0.987104723,1.663200242,2.409595983,1.484294604,1.974167793,2.300018662,2.341490054,1.521236625,1.735667413,2.361366629,1.406076716,1.775691339,1.615455922,2.452011958,1.723752705,1.603402738,1.631760862
Rack1,0,0,0,0,0,0,0,0,0,0,0.191808322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089775827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054195077,0,0,0,0,0,0,0,0,0,0,0,0,0
Hnrnph1,0.420840103,0.3437046,0.134039123,0.569861431,0.465256079,0.245108609,1.285182006,0.396106146,0.562084965,0.462344172,0.117269582,1.087462262,0.357259031,0.161846524,0.117198855,0.164513738,0.432621572,0.844326307,0.283172135,0.611182035,0.662014861,0.604521205,0.208552128,0.378336999,0.553169679,0.494489584,0.740755327,0.465624908,0.435031112,0.270172424,0.497422342,0.326063927,0.488084181,0.254445258,0.847998171,1.030005399,0.296687085,0.290843296,0.264477562,1.455936721,0.328867456,0.256097227,0.405041525,0.172376727,0.107577758,0.312203724,0.221741298,0.409774877,0.242621023,0.409756736,0.10572379,0.10572379,0.292048722,0.328060585,0.310264527,0.870653196,0.305202451,0.498060562,0.753450218,0.381140658,0.041894928,0.48319572,0.293460045,0.325460799,0.389635295,0.510829374,0.2755911,0.829873815,2.746694011,0.286457313,0.614610891,0.839003425,0.151850414,0.548701004,0.857650834,0.286855045,1.023145454,0.278640404,0.209768604,0.521279925,0.250473554,0.592025129,0.322688717,0.244838823,0.530304992
Hnrnph1,1.355713173,2.847301093,3.587028679,2.36357858,3.403781652,2.46765775,0,2.41826323,2.555237887,3.046013143,3.892387466,6.042553766,4.058248914,2.191700723,2.303452108,3.716241783,0,5.512519276,2.054865801,2.277337858,3.215862684,3.034150864,2.074469319,4.395510319,2.505014397,1.09866308,2.098149784,1.738464378,3.994603707,2.378586253,6.156069847,2.956528245,3.605346995,3.677314417,3.804022813,2.922806408,2.766947621,4.535031657,2.165569035,4.588002109,1.429241685,4.597441189,2.345165057,5.733437808,5.893183352,3.296089931,2.428050412,3.583648714,2.065117718,3.583596253,3.573723352,3.573723352,2.806814775,2.328947196,2.837504879,4.388530938,3.692735058,1.28926403,4.504032322,2.303421321,3.01868041,5.606767392,5.275790743,1.552599678,6.097801975,2.224519443,3.802692441,0,4.294518727,2.583386087,3.492926134,2.963974847,2.585763499,4.356090637,3.446964142,1.659271477,3.929281887,1.263594652,1.484710797,2.4396181,0.957450573,3.003717678,1.993499104,3.464169248,3.293918591
Ppp2ca,0.243460464,0.680132742,0,0,0.549804337,0.255330021,0.21598964,0.510137016,0,0.256594528,0.420248212,0.359232952,0,0.179704477,0.520691837,0.247415828,0.705300542,0,0.105152338,0,0.293277398,0.339296752,0.234116271,0.420520326,0.164282123,0.20617455,0,0.66259852,0,0.504982087,0.525333284,0,0.903896765,0.475286004,0,0.161123898,0,0.568691007,0.694155323,0.739218136,0.224389587,0,0,0,0.164215337,0,0.288401979,0,0.54360891,0,0.461286276,0.461286276,0.636948016,0.160717281,0,0,0.140300459,0.584010825,0.351041462,0.755641038,0.43157154,0,0,0.558603139,0,0.062984978,0.236896232,0.272357552,0.390859645,0.183278282,0,0,0.314820656,0.583868591,0.527948097,0.812191042,0,0,0.220282481,0.153393757,0.281242054,0.167497149,0.234403814,0.256092041,0.174590908
Ppp2ca,5.477007397,5.427158314,5.475822855,5.409867191,5.12083639,4.713217083,5.418409516,5.252591495,5.385682069,4.963205292,5.598016455,5.230755168,4.886530545,5.292322025,5.48782037,5.203460073,5.617743296,5.166741269,5.151309396,5.01643172,5.387966806,4.931095198,5.31523063,5.102091636,5.020759659,5.893822127,5.13328947,5.420626635,5.33545818,5.2083606,5.352061444,4.758576411,4.965945686,5.327144941,5.433741925,5.215112213,5.03979396,5.573955231,5.200912307,5.471482069,5.199401613,5.045456107,4.70765995,5.518919982,4.942213785,5.242037762,5.456616335,5.226494464,4.99566946,5.226440794,5.319291363,5.319291363,4.96825924,4.957073407,5.405941173,5.36204654,5.169604351,4.923582436,4.681798738,5.06808296,5.618745068,5.364133376,5.16098334,4.881905352,4.790620473,5.050429846,5.087706799,5.597531979,5.088791185,5.046673033,4.595927037,5.055628081,5.315412508,5.348553423,5.115281617,5.459513641,5.02766693,5.074520202,5.452878371,4.811183866,5.449291495,4.943440914,5.376162712,4.74842173,4.697759968
Ppp2ca,3.104073465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.176669761,2.957009127,0,0,0,3.736138582,0,0,0,0,0,0,0,2.942275559,0,0,0,0,0,0,0,0,0,0,0,0,2.976607893,0,2.976556684,0,0,0,0,0,0,0,3.076529819,0,0,0,0,0,0,0,2.976660908,0,0,0,0,0,0,0,0,0,2.897593175,0,2.967906601,0,0,0,0,0,2.901958093,0
Skp1a,0.601081784,1.00556597,0.586014297,0.715613651,0.774091919,0.530657999,0.521110442,0.503443176,0.297137417,0.403631485,0.464108645,0.65113053,0.109709508,0.188596405,0.444344479,0.649844687,0.20210564,0.350482954,0.06419256,0.039043043,0.24188642,0.086270273,0.60718542,0.417034754,0.407598095,0.228577486,0.240284818,0.965161504,0.59241572,0.553583982,0.554692424,0.55100738,0.466536883,0.471060722,0.300951162,0.462988606,0.194801019,0.861984696,0.577598892,0.521167176,0.393040286,0.755691343,0.297374281,0.205878994,0.052326669,0.253567029,0.836500201,0.512905626,0.359457645,0.512883975,0.247662948,0.247662948,0.148649457,0.386493018,0.552541602,0.141030262,0.517408183,0.291925176,0.155870147,0.168543539,0.570878432,0.401671881,0.43993423,0.552294996,0.467731762,0.438806659,0.582337064,0.554018026,0.535255726,0.248085504,0.162097667,0.292982526,0.48582055,0.244434793,0.513897612,0.744352899,0.404688811,0.542986534,0.498372231,0.265822299,0.915162027,0.268549004,0.801066706,0.279921261,0.27931345
Skp1a,2.082489518,2.499871067,1.633515707,2.068309053,1.977654685,1.965261809,1.406631038,1.976187912,1.600253998,1.713734388,2.150141554,1.042916537,1.771190071,2.366819057,2.381184812,1.838081615,2.269967785,1.030150733,2.078351439,1.520153952,1.927729169,1.995694753,2.237755959,1.428176632,1.805303361,2.334582358,2.064972327,2.176513954,2.028514468,1.99978724,2.189591896,1.70257051,2.026954815,2.134475944,1.355054572,1.818434979,1.952688849,2.425242263,2.333191189,1.871941065,2.330007564,2.130579702,1.793276977,1.74602024,1.211481187,1.568646936,2.322765404,1.347394995,2.0508607,1.347355061,2.167675085,2.167675085,1.945935706,1.847410105,2.217575096,1.901118572,1.905409027,2.428172711,1.714509206,1.767674052,2.263111378,1.558198286,1.975279977,2.213162832,1.73373454,2.182597432,2.336916035,1.751422231,1.50147663,2.121973812,1.382281173,1.800162163,2.109098463,1.766574943,1.913179682,2.351039973,1.047171744,2.025272964,2.334979912,1.56252552,2.591813281,1.095431601,2.722145525,2.245898601,1.581494108
Hint1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020724372,0,0,0,0,0,0
Rnf187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081597546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
